".formOptions.nationalityLabels.97","Honduran","Honduraner"
".formOptions.nationalityLabels.98","Hong Kong","Hongkong"
".formOptions.nationalityLabels.99","Hungarian","Ungar"
".formOptions.nationalityLabels.100","Icelandic","Isländer"
".formOptions.nationalityLabels.101","Indian","Inder"
".formOptions.nationalityLabels.102","Indonesian","Indonesier"
".formOptions.nationalityLabels.103","Iranian","Iraner"
".formOptions.nationalityLabels.104","Iraqi","Iraker"
".formOptions.nationalityLabels.105","Irish","Ire"
".formOptions.nationalityLabels.106","Israeli","Israeli"
".formOptions.nationalityLabels.107","Italian","Italiener"
".formOptions.nationalityLabels.108","Ivory Coast","Elfenbeinküste"
".formOptions.nationalityLabels.109","Jamaican","Jamaikaner"
".formOptions.nationalityLabels.110","Japanese","Japaner"
".formOptions.nationalityLabels.111","Jordanian","Jordanier"
".formOptions.nationalityLabels.112","Kazak","Kasache"
".formOptions.nationalityLabels.113","Kenyan","Kenianer"
".formOptions.nationalityLabels.114","Kiribati","Kiribatier"
".formOptions.nationalityLabels.115","Kuwaiti","Kuwaiter"
".formOptions.nationalityLabels.116","Kyrgyz","Kirgise"
".formOptions.nationalityLabels.117","Laotian","Laote"
".formOptions.nationalityLabels.118","Latvian","Lette"
".formOptions.nationalityLabels.119","Lebanese","Libanese"
".formOptions.nationalityLabels.120","Lesotho","Lesotho"
".formOptions.nationalityLabels.121","Liberian","Liberianer"
".formOptions.nationalityLabels.122","Libyan","Libyer"
".formOptions.nationalityLabels.123","Liechtenstein","Liechtenstein"
".formOptions.nationalityLabels.124","Lithuanian","Litauer"
".formOptions.nationalityLabels.125","Luxembourg","Luxemburg"
".formOptions.nationalityLabels.126","Macau","Macau"
".formOptions.nationalityLabels.127","Macedonian","Mazedonien"
".formOptions.nationalityLabels.128","Madagascan","Madagasse"
".formOptions.nationalityLabels.129","Malawi","Malawi"
".formOptions.nationalityLabels.130","Malaysian","Malaysier"
".formOptions.nationalityLabels.131","Maldives","Malediven"
".formOptions.nationalityLabels.132","Mali","Mali"
".formOptions.nationalityLabels.133","Maltese","Malteser"
".formOptions.nationalityLabels.134","Mariana Islands","Mariane"
".formOptions.nationalityLabels.135","Marshall Islands","Marshallinseln"
".formOptions.nationalityLabels.136","Martinique","Martinique"
".formOptions.nationalityLabels.137","Mauritanian","Mauretanier"
".formOptions.nationalityLabels.138","Mauritian","Mauritier"
".formOptions.nationalityLabels.139","Mexican","Mexikaner"
".formOptions.nationalityLabels.140","Micronesian","Micronesien"
".formOptions.nationalityLabels.141","Moldova","Moldawien"
".formOptions.nationalityLabels.142","Monaco","Monaco"
".formOptions.nationalityLabels.143","Mongolian","Mongole"
".formOptions.nationalityLabels.144","Montenegran","Montenegriner"
".formOptions.nationalityLabels.145","Montserratian","Montserrat"
".formOptions.nationalityLabels.146","Moroccan","Marokkaner"
".formOptions.nationalityLabels.147","Mozambique","Mosambik"
".formOptions.nationalityLabels.148","Myanmar","Myanmar"
".formOptions.nationalityLabels.149","Namibian","Namibier"
".formOptions.nationalityLabels.150","Nauru","Nauru"
".formOptions.nationalityLabels.151","Nepalese","Nepalese"
".formOptions.nationalityLabels.152","Netherlands Antilles","Antillen"
".formOptions.nationalityLabels.153","New Caledonian","Neukaledonien"
".formOptions.nationalityLabels.154","New Zealand","Neuseeland"
".formOptions.nationalityLabels.155","Nicaraguan","Nicaraguaner"
".formOptions.nationalityLabels.156","Niger","Niger"
".formOptions.nationalityLabels.157","Nigerian","Nigerianer"
".formOptions.nationalityLabels.158","Niue","Niue"
".formOptions.nationalityLabels.159","Norfolk Island","Norfolkinsel"
".formOptions.nationalityLabels.160","North Korean","Nordkoreaner"
".formOptions.nationalityLabels.161","Norwegian","Norweger"
".formOptions.nationalityLabels.162","Omani","Omaner"
".formOptions.nationalityLabels.163","Pakistani","Pakistaner"
".formOptions.nationalityLabels.164","Palau","Palau"
".formOptions.nationalityLabels.165","Panamanian","Panamaer"
".formOptions.nationalityLabels.166","Papua New Guinea","Papua-Neuguinea"
".formOptions.nationalityLabels.167","Paraguayan","Paraguayer"
".formOptions.nationalityLabels.168","Peruvian","Peruaner"
".formOptions.nationalityLabels.169","Pitcairn Islands","Pitcairninseln"
".formOptions.nationalityLabels.170","Polish","Pole"
".formOptions.nationalityLabels.171","Portuguese","Portugiese"
".formOptions.nationalityLabels.172","Puerto Rican","Puerto-Ricaner"
".formOptions.nationalityLabels.173","Qatari","Katarer"
".formOptions.nationalityLabels.174","Reunion","Réunion"
".formOptions.nationalityLabels.175","Romanian","Rumäne"
".formOptions.nationalityLabels.176","Russian","Russe"
".formOptions.nationalityLabels.177","Rwandan","Ruander"
".formOptions.nationalityLabels.178","San Marino","San Marino"
".formOptions.nationalityLabels.179","Sao Tome - Principe","São Tomé und Príncipe"
".formOptions.nationalityLabels.180","Saudi Arabian","Saudi-Araber"
".formOptions.nationalityLabels.181","Senegalese","Senegalese"
".formOptions.nationalityLabels.182","Serbian","Serbe"
".formOptions.nationalityLabels.183","Seychelles","Seychellen"
".formOptions.nationalityLabels.184","Sierra Leone","Sierra Leone"
".formOptions.nationalityLabels.185","Singaporean","Singapur"
".formOptions.nationalityLabels.186","Slovak","Slowake"
".formOptions.nationalityLabels.187","Slovenian","Slowene"
".formOptions.nationalityLabels.188","Solomon Islands","Salomonen"
".formOptions.nationalityLabels.189","Somalian","Somalier"
".formOptions.nationalityLabels.190","South African","Südafrikaner"
".formOptions.nationalityLabels.191","South Korean","Südkoreaner"
".formOptions.nationalityLabels.192","Spanish","Spanier"
".formOptions.nationalityLabels.193","Sri Lankan","Sri Lanker"
".formOptions.nationalityLabels.194","St Helenian","St. Helena"
".formOptions.nationalityLabels.195","St Kitts and Nevis","St. Kitts und Nevis"
".formOptions.nationalityLabels.196","St Lucia","St. Lucia"
".formOptions.nationalityLabels.197","St Maarten","Sint Maarten"
".formOptions.nationalityLabels.198","St Pierre - Miquelon","Saint-Pierre und Miquelon"
".formOptions.nationalityLabels.199","Sudanese","Sudanese"
".formOptions.nationalityLabels.200","Suriname","Suriname"
".formOptions.nationalityLabels.201","Svalbard","Spitzbergen"
".formOptions.nationalityLabels.202","Swaziland","Swasiland"
".formOptions.nationalityLabels.203","Swedish","Schwede"
".formOptions.nationalityLabels.204","Swiss","Schweizer"
".formOptions.nationalityLabels.205","Syrian","Syrer"
".formOptions.nationalityLabels.206","Tadjik","Tadschike"
".formOptions.nationalityLabels.207","Taiwanese","Taiwaner"
".formOptions.nationalityLabels.208","Tanzanian","Tansanier"
".formOptions.nationalityLabels.209","Thai","Thailänder"
".formOptions.nationalityLabels.210","Timorese","Timorese"
".formOptions.nationalityLabels.211","Togo","Togo"
".formOptions.nationalityLabels.212","Tongan","Tongaer"
".formOptions.nationalityLabels.213","Trinidadian","Trinidad und Tobago"
".formOptions.nationalityLabels.214","Tunisian","Tunesier"
".formOptions.nationalityLabels.215","Turkish","Türke"
".formOptions.nationalityLabels.216","Turkmen","Turkmene"
".formOptions.nationalityLabels.217","Turks and Caicos","Turks- und Caicosinseln"
".formOptions.nationalityLabels.218","Tuvalu","Tuvalu"
".formOptions.nationalityLabels.219","Ugandan","Ugander"
".formOptions.nationalityLabels.220","Ukrainian","Ukrainer"
".formOptions.nationalityLabels.221","United Arab Emirates","Vereinigte Arabische Emirate"
".formOptions.nationalityLabels.222","Uruguayan","Uruguayer"
".formOptions.nationalityLabels.223","USA","USA"
".formOptions.nationalityLabels.224","US Virgin Islands","Amerikanische Jungferninseln"
".formOptions.nationalityLabels.225","Uzbek","Usbeke"
".formOptions.nationalityLabels.226","Vanuatu","Vanuatu"
".formOptions.nationalityLabels.227","Vatican","Vatikanstadt"
".formOptions.nationalityLabels.228","Venezuelan","Venezolaner"
".formOptions.nationalityLabels.229","Vietnamese","Vietnamese"
".formOptions.nationalityLabels.230","Vincentian","St. Vincent"
".formOptions.nationalityLabels.231","Wake Island","Wake Island"
".formOptions.nationalityLabels.232","Wallis and Futuna","Wallis und Futuna"
".formOptions.nationalityLabels.233","Western Samoa","Westsamoa"
".formOptions.nationalityLabels.234","Yememi","Jemenit"
".formOptions.nationalityLabels.235","Yugoslavian","Jugoslawer"
".formOptions.nationalityLabels.236","Zambian","Sambier"
".formOptions.nationalityLabels.237","Zimbabwean","Simbabwer"
".formOverrides.acknowledgements.ACKNOWLEDGED","Acknowledged.","Bestätigt."
".formOverrides.contactInformation.NO_HOME_ADDRESS","I do not wish to provide my home address.","Ich möchte meine Privatadresse nicht angeben."
".formOverrides.contactInformation.NO_PTE_EMAIL","I do not wish to provide my email address.","Ich möchte meine E-Mail-Adresse nicht angeben."
".formOverrides.contactInformation.NO_PHONE","I do not wish to provide a phone number.","Ich möchte keine Telefonnummer angeben."
".formOverrides.flightDetails.ARRIVING_OVERLAND_PRE","Other (Before first day of tour)","Andere (vor dem ersten Tag der Reise)"
".formOverrides.flightDetails.ARRIVING_OVERLAND_DOFT","Other (On first day of tour)","Andere (am ersten Tag der Reise)"
".formOverrides.flightDetails.DECLINED_FORFEITED_TRANSFER","Declined/forfeited transfer","Transfer abgelehnt/verpasst"
".formOverrides.flightDetails.NO_FLIGHTS","Don't know (no flights booked)","Weiß nicht (kein Flug gebucht)"
".formOverrides.flightDetails.FLIGHT_NOT_FOUND","Flight not found","Flug nicht gefunden"
".formOverrides.flightDetails.PREVIOUS_TOUR_IN_CITY","Previous tour ends in start city","Vorherige Reise endet in Startort"
".formOverrides.flightDetails.ARRIVAL_PRE_THREE_WEEKS","Since you've indicated you're arriving more than 3 weeks prior to joining us, please indicate you're arriving 'other - First day of tour'","Da du angegeben hast, dass du mehr als 3 Wochen vor Beginn der Reise ankommst, wähle bei der Ankunft bitte die Option „Andere - am ersten Tag der Reise“"
".formOverrides.flightDetails.DEPART_OVERLAND_POST_DOLT","Other (After last day of tour)","Andere (nach dem letzten Tag der Reise)"
".formOverrides.flightDetails.DEPART_OVERLAND_LAST_DAY","Other (On last day of tour)","Andere (am letzten Tag der Reise)"
".formOverrides.flightInformation.LOCAL_RESIDENT_OR_STAYING","Do not have one (resident/staying for an extended period of time)","N. z. (wohnhaft bzw. längerer Aufenthalt im Zielland)"
".formOverrides.medicalInformation.NO_DIETARY_REQUIREMENTS","I do NOT have any APPLICABLE allergies or dietary restrictions.","Ich habe KEINE RELEVANTEN Allergien oder Ernährungseinschränkungen."
".formOverrides.medicalInformation.MEDICAL_CONDITIONS.NO_PREVIOUS_MED_CONDITIONS","I do NOT have any APPLICABLE pre-existing medical conditions.","Ich habe KEINE RELEVANTEN Vorerkrankungen."
".formOverrides.medicalInformation.RISK_TO_OTHERS.NO_PREVIOUS_MED_CONDITIONS","I do not have any medical conditions which may pose a risk to others.","Ich habe keine Vorerkrankungen, die ein Risiko für andere darstellen könnten."
".formOverrides.medicalInformation.MOBILITY_ISSUES.NO_PREVIOUS_MED_CONDITIONS","I do NOT have any APPLICABLE mobility issues.","Ich habe KEINE RELEVANTEN Mobilitätseinschränkungen."
".formOverrides.passportInformation.NO_MIDDLE_NAME","There is no middle name listed on my passport.","In meinem Reisepass ist kein zweiter Vorname eingetragen."
".formOverrides.personalInformation.NO_COMMON_NAME","I prefer to be referred to by the name on my passport.","Ich möchte mit dem Namen in meinem Reisepass angesprochen werden."
".formOverrides.participationWaiver.PAX_REFUSES_TO_SIGN_LEGAL_APPROVED","Pax refuses to sign, has been approved by Legal","Reisender weigert sich, zu unterschreiben, von Rechtsabteilung genehmigt"
".formPlaceholders.asAppearsPassport","As it appears on your passport","Wie er in deinem Reisepass erscheint"
".formPlaceholders.generalSelect","Select...","Auswählen..."
".formPlaceholders.searching","Searching...","Suche läuft"
".formPlaceholders.searchPrompt","Type to search","Tippen, um zu suchen"
".formPlaceholders.noResultsText","No results found","Keine Ergebnisse"
".formPlaceholders.nationality","Nationality","Staatsangehörigkeit"
".formPlaceholders.selectNationality","Select a nationality","Staatsangehörigkeit auswählen"
".formPlaceholders.dateFormat","yyyy-mm-dd","JJJJ-MM-TT"
".formPlaceholders.airline","XX (e.g. ""AC"" for Air Canada)","XX (z.B. ""LH"" für Lufthansa)"
".formPlaceholders.flightNumber","123","123"
".formPlaceholders.departureAirport","ABC (e.g. ""YYZ"" for Lester B. Pearson)","ABC (z.B. ""FRA"" für Flughafen Frankfurt am Main)"
".formMessages.errors.fieldRequired","This field is required.","Pflichtfeld."
".formMessages.errors.fieldInvalidEmail","This is not a valid email address.","E-Mail-Adresse ist ungültig."
".formMessages.errors.fieldInvalidDate","This is not a valid date.","Datum ist ungültig."
".formMessages.errors.invalidPassportExpiry","This passport is expired.","Dieser Reisepass ist abgelaufen."
".formMessages.errors.invalidPassportNumber","Invalid passport number.","Die Reisepassnummer ist nicht gültig"
".formMessages.errors.invalidState","Province does not exist in the country provided.","Provinz/Bundesland existiert im angegebenen Land nicht."
".formMessages.errors.customerInvalidData","This is not a valid value.","Wert ist ungültig."
".formMessages.errors.flightStatusArrivingNotApplicable","Your flight arrives at least 21 days before the start of your tour. Select the appropriate checkbox above.","Dein Hinflug kommt mindestens 21 Tage vor Beginn deiner Reise an. Wähle das passende Kontrollkästchen oben aus."
".formMessages.errors.flightStatusDepartingNotApplicable","Your flight departs at least 21 days after the end of your tour. Select the appropriate checkbox above.","Dein Rückflug geht mindestens 21 Tage nach Ende deiner Reise. Wähle das passende Kontrollkästchen oben aus."
".formMessages.errors.insuranceInvalidHeight","Traveller height must be between 140 and 215cm inclusive.","Für unsere Reisen musst du zwischen 140 und 215 cm groß sein."
".formMessages.errors.insuranceInvalidCoverageBegin","Coverage period begins after start of adventure.","Versicherungsschutz beginnt nach Start der Reise."
".formMessages.errors.insuranceInvalidCoverageEnd","Coverage period ends before end of adventure.","Versicherungsschutz endet vor Ende der Reise."
".formMessages.errors.invalidTicketNumber","Invalid ticket number.","Die Ticketnummer ist nicht gültig"
".formMessages.errors.validationError","This field cannot be empty.","Pflichtfeld."
".formMessages.errors.localInPast","Departure is in the past.","Abflugdatum liegt in der Vergangenheit."
".formMessages.errors.localBeyondOneYear","Departure is too far into the future.","Der gewählte Abreisetermin liegt zu weit in der Zukunft."
".formMessages.errors.fieldSubmitFailed","This field could not be saved.","Dieses Feld konnte nicht gespeichert werden."
